,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
15308,1989-01-22,Liberia,Kenya,0,0,FIFA World Cup qualification,Monrovia,Liberia,False
15309,1989-01-22,Malta,Spain,0,2,FIFA World Cup qualification,Attard,Malta,False
15310,1989-01-22,Tunisia,Morocco,2,1,FIFA World Cup qualification,Tunis,Tunisia,False
15311,1989-01-22,Zambia,DR Congo,4,2,FIFA World Cup qualification,Lusaka,Zambia,False
15312,1989-01-22,Zimbabwe,Ivory Coast,0,0,FIFA World Cup qualification,Harare,Zimbabwe,False
15314,1989-01-27,India,North Korea,1,2,Nehru Cup,Margao,India,False
15315,1989-01-27,Iraq,Oman,3,1,FIFA World Cup qualification,Baghdad,Iraq,False
15316,1989-01-27,Jordan,Qatar,1,1,FIFA World Cup qualification,Amman,Jordan,False
15317,1989-01-27,Kuwait,Pakistan,2,0,FIFA World Cup qualification,Kuwait City,Kuwait,False
15318,1989-01-28,Thailand,Malaysia,1,0,King's Cup,Bangkok,Thailand,False
15321,1989-01-30,Thailand,Indonesia,3,0,King's Cup,Bangkok,Thailand,False
15325,1989-02-03,Indonesia,Malaysia,1,3,King's Cup,Bangkok,Thailand,True
15326,1989-02-03,Iraq,Jordan,4,0,FIFA World Cup qualification,Baghdad,Iraq,False
15327,1989-02-03,Qatar,Oman,3,0,FIFA World Cup qualification,Doha,Qatar,False
15328,1989-02-03,United Arab Emirates,Kuwait,1,0,FIFA World Cup qualification,Sharjah,United Arab Emirates,False
15329,1989-02-04,China PR,North Korea,3,1,King's Cup,Bangkok,Thailand,True
15332,1989-02-08,Algeria,Finland,2,0,Malta International Tournament,Attard,Malta,True
15333,1989-02-08,Cyprus,Scotland,2,3,FIFA World Cup qualification,Limassol,Cyprus,False
15336,1989-02-08,Malta,Denmark,0,2,Malta International Tournament,Attard,Malta,False
15337,1989-02-08,Northern Ireland,Spain,0,2,FIFA World Cup qualification,Belfast,Northern Ireland,False
15338,1989-02-08,Thailand,China PR,2,0,King's Cup,Bangkok,Thailand,False
15339,1989-02-10,Denmark,Finland,0,0,Malta International Tournament,Attard,Malta,True
15340,1989-02-10,Iraq,Qatar,2,2,FIFA World Cup qualification,Baghdad,Iraq,False
15341,1989-02-10,Malta,Algeria,0,1,Malta International Tournament,Attard,Malta,False
15342,1989-02-10,Oman,Jordan,0,2,FIFA World Cup qualification,Muscat,Oman,False
15343,1989-02-10,Pakistan,United Arab Emirates,1,4,FIFA World Cup qualification,Islamabad,Pakistan,False
15344,1989-02-12,Algeria,Denmark,0,0,Malta International Tournament,Attard,Malta,True
15346,1989-02-12,Hong Kong,China PR,0,0,Lunar New Year Cup,So Kon Po,Hong Kong,False
15347,1989-02-12,Malta,Finland,0,0,Malta International Tournament,Attard,Malta,False
15350,1989-02-15,Portugal,Belgium,1,1,FIFA World Cup qualification,Lisbon,Portugal,False
15351,1989-02-19,Thailand,Bangladesh,1,0,FIFA World Cup qualification,Bangkok,Thailand,False
15357,1989-02-23,China PR,Bangladesh,2,0,FIFA World Cup qualification,Guangzhou,China PR,False
15360,1989-02-23,Thailand,Iran,0,3,FIFA World Cup qualification,Bangkok,Thailand,False
15361,1989-02-27,Bangladesh,Iran,1,2,FIFA World Cup qualification,Dhaka,Bangladesh,False
15362,1989-02-28,Thailand,China PR,0,3,FIFA World Cup qualification,Bangkok,Thailand,False
15364,1989-03-04,Bangladesh,China PR,0,2,FIFA World Cup qualification,Dhaka,Bangladesh,False
15365,1989-03-05,Israel,New Zealand,1,0,FIFA World Cup qualification,Ramat-Gan,Israel,False
15366,1989-03-08,Albania,England,0,2,FIFA World Cup qualification,Tirana,Albania,False
15367,1989-03-08,Bangladesh,Thailand,3,1,FIFA World Cup qualification,Dhaka,Bangladesh,False
15369,1989-03-08,Hungary,Republic of Ireland,0,0,FIFA World Cup qualification,Budapest,Hungary,False
15370,1989-03-08,Scotland,France,2,0,FIFA World Cup qualification,Glasgow,Scotland,False
15372,1989-03-10,Yemen,Syria,0,1,FIFA World Cup qualification,Sana'a,Yemen AR,True
15373,1989-03-12,Australia,New Zealand,4,1,FIFA World Cup qualification,Sydney,Australia,False
15377,1989-03-15,Saudi Arabia,Syria,5,4,FIFA World Cup qualification,Jeddah,Saudi Arabia,False
15380,1989-03-17,Iran,Bangladesh,1,0,FIFA World Cup qualification,Teheran,Iran,False
15381,1989-03-19,Guatemala,Costa Rica,1,0,FIFA World Cup qualification,Guatemala,Guatemala,False
15382,1989-03-19,Israel,Australia,1,1,FIFA World Cup qualification,Ramat-Gan,Israel,False
15384,1989-03-20,Yemen,Saudi Arabia,0,1,FIFA World Cup qualification,Sana'a,Yemen AR,True
15390,1989-03-23,Spain,Malta,4,0,FIFA World Cup qualification,Seville,Spain,False
15392,1989-03-25,Syria,Yemen,2,0,FIFA World Cup qualification,Latakia,Syria,False
15402,1989-03-30,Syria,Saudi Arabia,0,0,FIFA World Cup qualification,Latakia,Syria,False
15407,1989-04-02,Costa Rica,Guatemala,2,1,FIFA World Cup qualification,San José,Costa Rica,False
15410,1989-04-02,New Zealand,Australia,2,0,FIFA World Cup qualification,Auckland,New Zealand,False
15414,1989-04-05,Saudi Arabia,Yemen,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False
15415,1989-04-07,Sudan,Kenya,1,0,African Cup of Nations qualification,Khartoum,Sudan,False
15416,1989-04-09,Angola,Ivory Coast,0,2,African Cup of Nations qualification,Luanda,Angola,False
15417,1989-04-09,Ethiopia,Egypt,1,0,African Cup of Nations qualification,Addis Abeba,Ethiopia,False
15418,1989-04-09,Gabon,Ghana,1,0,African Cup of Nations qualification,Libreville,Gabon,False
15419,1989-04-09,Mali,Morocco,0,0,African Cup of Nations qualification,Bamako,Mali,False
15420,1989-04-09,Mauritius,Zimbabwe,1,4,African Cup of Nations qualification,Curepipe,Mauritius,False
15421,1989-04-09,New Zealand,Israel,2,2,FIFA World Cup qualification,Auckland,New Zealand,False
15422,1989-04-09,Eswatini,Malawi,0,2,African Cup of Nations qualification,Mbabane,Eswatini,False
15427,1989-04-12,German DR,Turkey,0,2,FIFA World Cup qualification,Magdeburg,German DR,False
15428,1989-04-12,Hungary,Malta,1,1,FIFA World Cup qualification,Budapest,Hungary,False
15434,1989-04-15,Guinea,Nigeria,1,1,African Cup of Nations qualification,Conakry,Guinea,False
15435,1989-04-16,Australia,Israel,1,1,FIFA World Cup qualification,Sydney,Australia,False
15436,1989-04-16,Costa Rica,United States,1,0,FIFA World Cup qualification,San José,Costa Rica,False
15438,1989-04-16,Mozambique,Zambia,0,1,African Cup of Nations qualification,Maputo,Mozambique,False
15442,1989-04-21,Egypt,Ethiopia,6,1,African Cup of Nations qualification,Cairo,Egypt,False
15444,1989-04-22,Nigeria,Guinea,3,0,African Cup of Nations qualification,Ibadan,Nigeria,False
15445,1989-04-23,Antigua and Barbuda,Jamaica,1,0,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,False
15446,1989-04-23,Ghana,Gabon,1,0,African Cup of Nations qualification,Accra,Ghana,False
15447,1989-04-23,Ivory Coast,Angola,4,1,African Cup of Nations qualification,Abidjan,Ivory Coast,False
15448,1989-04-23,Kenya,Sudan,1,0,African Cup of Nations qualification,Nairobi,Kenya,False
15449,1989-04-23,Malawi,Eswatini,1,1,African Cup of Nations qualification,Blantyre,Malawi,False
15450,1989-04-23,Morocco,Mali,1,1,African Cup of Nations qualification,Marrakech,Morocco,False
15451,1989-04-23,Saint Kitts and Nevis,French Guiana,1,0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False
15452,1989-04-23,Saint Lucia,Dominica,0,0,CFU Caribbean Cup qualification,Castries,Saint Lucia,False
15453,1989-04-23,Trinidad and Tobago,Aruba,11,0,CFU Caribbean Cup qualification,Arima,Trinidad and Tobago,False
15454,1989-04-23,Zimbabwe,Mauritius,1,0,African Cup of Nations qualification,Harare,Zimbabwe,False
15455,1989-04-26,Bulgaria,Denmark,0,2,FIFA World Cup qualification,Sofia,Bulgaria,False
15456,1989-04-26,Curaçao,Martinique,3,1,CFU Caribbean Cup qualification,Willemstad,Netherlands Antilles,True
15457,1989-04-26,England,Albania,5,0,FIFA World Cup qualification,London,England,False
15458,1989-04-26,Greece,Romania,0,0,FIFA World Cup qualification,Athens,Greece,False
15459,1989-04-26,Republic of Ireland,Spain,1,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False
15461,1989-04-26,Malta,Northern Ireland,0,2,FIFA World Cup qualification,Attard,Malta,False
15462,1989-04-26,Netherlands,Germany,1,1,FIFA World Cup qualification,Rotterdam,Netherlands,False
15463,1989-04-26,Portugal,Switzerland,3,1,FIFA World Cup qualification,Lisbon,Portugal,False
15464,1989-04-26,Russia,German DR,3,0,FIFA World Cup qualification,Kyïv,Soviet Union,True
15465,1989-04-26,Scotland,Cyprus,2,1,FIFA World Cup qualification,Glasgow,Scotland,False
15467,1989-04-29,Belgium,Czechoslovakia,2,1,FIFA World Cup qualification,Brussels,Belgium,False
15468,1989-04-29,France,Yugoslavia,0,0,FIFA World Cup qualification,Paris,France,False
15469,1989-04-30,United States,Costa Rica,1,0,FIFA World Cup qualification,St. Louis,United States,False
15470,1989-04-30,Zambia,Mozambique,3,0,African Cup of Nations qualification,Lusaka,Zambia,False
15477,1989-05-07,Grenada,Saint Kitts and Nevis,2,1,CFU Caribbean Cup qualification,St. George's,Grenada,False
15479,1989-05-07,Jamaica,Guadeloupe,1,3,CFU Caribbean Cup qualification,Kingston,Jamaica,False
15480,1989-05-07,Sint Maarten,British Virgin Islands,1,2,CFU Caribbean Cup qualification,Philipsburg,Sint Maarten,False
15481,1989-05-07,Sweden,Poland,2,1,FIFA World Cup qualification,Solna,Sweden,False
15482,1989-05-09,Czechoslovakia,Luxembourg,4,0,FIFA World Cup qualification,Prague,Czechoslovakia,False
15484,1989-05-10,French Guiana,Trinidad and Tobago,1,3,CFU Caribbean Cup qualification,Cayenne,French Guiana,False
15486,1989-05-10,Turkey,Russia,0,1,FIFA World Cup qualification,Istanbul,Turkey,False
15487,1989-05-13,Dominica,Antigua and Barbuda,0,1,CFU Caribbean Cup qualification,Roseau,Dominica,False
15491,1989-05-13,United States,Trinidad and Tobago,1,1,FIFA World Cup qualification,Torrance,United States,False
15494,1989-05-17,Denmark,Greece,7,1,FIFA World Cup qualification,Copenhagen,Denmark,False
15495,1989-05-17,Romania,Bulgaria,1,0,FIFA World Cup qualification,Bucharest,Romania,False
15497,1989-05-20,German DR,Austria,1,1,FIFA World Cup qualification,Leipzig,German DR,False
15498,1989-05-21,Aruba,Grenada,0,0,CFU Caribbean Cup qualification,Oranjestad,Aruba,False
15499,1989-05-21,Guadeloupe,Dominica,0,0,CFU Caribbean Cup qualification,Basse-Terre,Guadeloupe,False
15500,1989-05-21,Indonesia,North Korea,0,0,FIFA World Cup qualification,Jakarta,Indonesia,False
15501,1989-05-21,Martinique,British Virgin Islands,0,0,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False
15502,1989-05-21,Norway,Cyprus,3,1,FIFA World Cup qualification,Oslo,Norway,False
15503,1989-05-21,Saint Kitts and Nevis,Trinidad and Tobago,0,2,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False
15504,1989-05-21,Saint Vincent and the Grenadines,Curaçao,3,2,CFU Caribbean Cup qualification,Kingstown,Saint Vincent and the Grenadines,False
15505,1989-05-22,Hong Kong,Japan,0,0,FIFA World Cup qualification,Victoria,Hong Kong,False
15507,1989-05-23,England,Chile,0,0,Rous Cup,London,England,False
15508,1989-05-23,South Korea,Singapore,3,0,FIFA World Cup qualification,Seoul,South Korea,False
15509,1989-05-23,Malaysia,Nepal,2,0,FIFA World Cup qualification,Seoul,South Korea,True
15510,1989-05-24,Guinea-Bissau,Senegal,0,0,Amílcar Cabral Cup,Bamako,Mali,True
15514,1989-05-25,South Korea,Nepal,9,0,FIFA World Cup qualification,Seoul,South Korea,False
15515,1989-05-25,Malaysia,Singapore,1,0,FIFA World Cup qualification,Seoul,South Korea,True
15516,1989-05-25,Mali,Cape Verde,1,1,Amílcar Cabral Cup,Bamako,Mali,False
15517,1989-05-25,Mauritania,Sierra Leone,1,2,Amílcar Cabral Cup,Bamako,Mali,True
15520,1989-05-27,Cape Verde,Guinea-Bissau,2,3,Amílcar Cabral Cup,Bamako,Mali,True
15521,1989-05-27,Hong Kong,North Korea,1,2,FIFA World Cup qualification,Victoria,Hong Kong,False
15522,1989-05-27,South Korea,Malaysia,3,0,FIFA World Cup qualification,Seoul,South Korea,False
15523,1989-05-27,Mali,Senegal,2,2,Amílcar Cabral Cup,Bamako,Mali,False
15524,1989-05-27,Scotland,England,0,2,Rous Cup,Glasgow,Scotland,False
15525,1989-05-27,Singapore,Nepal,3,0,FIFA World Cup qualification,Seoul,South Korea,True
15526,1989-05-28,Indonesia,Japan,0,0,FIFA World Cup qualification,Jakarta,Indonesia,False
15527,1989-05-28,Republic of Ireland,Malta,2,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False
15528,1989-05-28,Trinidad and Tobago,Costa Rica,1,1,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False
15529,1989-05-30,Cape Verde,Senegal,2,1,Amílcar Cabral Cup,Bamako,Mali,True
15530,1989-05-30,Guinea,Mauritania,3,1,Amílcar Cabral Cup,Bamako,Mali,True
15531,1989-05-30,Iran,Thailand,3,0,FIFA World Cup qualification,Teheran,Iran,False
15532,1989-05-30,Mali,Guinea-Bissau,2,1,Amílcar Cabral Cup,Bamako,Mali,False
15533,1989-05-30,Scotland,Chile,2,0,Rous Cup,Glasgow,Scotland,False
15534,1989-05-31,Finland,Netherlands,0,1,FIFA World Cup qualification,Helsinki,Finland,False
15536,1989-05-31,Russia,Iceland,1,1,FIFA World Cup qualification,Moscow,Soviet Union,True
15538,1989-05-31,Wales,Germany,0,0,FIFA World Cup qualification,Cardiff,Wales,False
15540,1989-06-01,Luxembourg,Belgium,0,5,FIFA World Cup qualification,Lille,France,True
15542,1989-06-02,Cape Verde,Guinea,0,1,Amílcar Cabral Cup,Bamako,Mali,True
15543,1989-06-02,Mali,Sierra Leone,1,0,Amílcar Cabral Cup,Bamako,Mali,False
15544,1989-06-03,Cape Verde,Sierra Leone,1,0,Amílcar Cabral Cup,Bamako,Mali,True
15545,1989-06-03,Curaçao,British Virgin Islands,4,0,CFU Caribbean Cup qualification,Willemstad,Netherlands Antilles,True
15547,1989-06-03,England,Poland,3,0,FIFA World Cup qualification,London,England,False
15549,1989-06-03,Nepal,South Korea,0,4,FIFA World Cup qualification,Singapore,Singapore,True
15550,1989-06-03,Singapore,Malaysia,2,2,FIFA World Cup qualification,Singapore,Singapore,False
15551,1989-06-04,Dominica,Jamaica,0,0,CFU Caribbean Cup qualification,Roseau,Dominica,False
15553,1989-06-04,Hong Kong,Indonesia,1,1,FIFA World Cup qualification,Victoria,Hong Kong,False
15554,1989-06-04,Republic of Ireland,Hungary,2,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False
15555,1989-06-04,Japan,North Korea,2,1,FIFA World Cup qualification,Tokyo,Japan,False
15556,1989-06-04,Mali,Guinea,3,0,Amílcar Cabral Cup,Bamako,Mali,False
15558,1989-06-05,Malaysia,South Korea,0,3,FIFA World Cup qualification,Singapore,Singapore,True
15559,1989-06-05,Singapore,Nepal,7,0,FIFA World Cup qualification,Singapore,Singapore,False
15560,1989-06-06,Grenada,Trinidad and Tobago,1,0,CFU Caribbean Cup qualification,St. George's,Grenada,False
15562,1989-06-07,Malaysia,Nepal,3,0,FIFA World Cup qualification,Singapore,Singapore,True
15563,1989-06-07,Martinique,Sint Maarten,10,0,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False
15564,1989-06-07,Singapore,South Korea,0,3,FIFA World Cup qualification,Singapore,Singapore,False
15565,1989-06-07,Switzerland,Czechoslovakia,0,1,FIFA World Cup qualification,Berne,Switzerland,False
15569,1989-06-08,French Guiana,Aruba,4,0,CFU Caribbean Cup qualification,Cayenne,French Guiana,False
15570,1989-06-10,Kenya,Egypt,0,0,FIFA World Cup qualification,Nairobi,Kenya,False
15571,1989-06-10,Nigeria,Cameroon,2,0,FIFA World Cup qualification,Ibadan,Nigeria,False
15572,1989-06-11,Angola,Gabon,2,0,FIFA World Cup qualification,Luanda,Angola,False
15573,1989-06-11,DR Congo,Morocco,0,0,FIFA World Cup qualification,Kinshasa,Zaïre,False
15574,1989-06-11,Costa Rica,Trinidad and Tobago,1,0,FIFA World Cup qualification,San José,Costa Rica,False
15575,1989-06-11,Ivory Coast,Algeria,0,0,FIFA World Cup qualification,Abidjan,Ivory Coast,False
15576,1989-06-11,Japan,Indonesia,5,0,FIFA World Cup qualification,Tokyo,Japan,False
15577,1989-06-11,Liberia,Malawi,1,0,FIFA World Cup qualification,Monrovia,Liberia,False
15578,1989-06-11,Zambia,Tunisia,1,0,FIFA World Cup qualification,Lusaka,Zambia,False
15580,1989-06-14,Iceland,Austria,0,0,FIFA World Cup qualification,Reykjavík,Iceland,False
15581,1989-06-14,Norway,Yugoslavia,1,2,FIFA World Cup qualification,Oslo,Norway,False
15586,1989-06-17,United States,Guatemala,2,1,FIFA World Cup qualification,New Britain,United States,False
15587,1989-06-18,Aruba,Saint Kitts and Nevis,1,4,CFU Caribbean Cup qualification,Oranjestad,Aruba,False
15589,1989-06-18,Jamaica,Saint Lucia,1,1,CFU Caribbean Cup qualification,Kingston,Jamaica,False
15590,1989-06-18,Japan,Hong Kong,0,0,FIFA World Cup qualification,Kobe,Japan,False
15591,1989-06-18,Sint Maarten,Curaçao,1,2,CFU Caribbean Cup qualification,Philipsburg,Sint Maarten,False
15596,1989-06-24,Malawi,Kenya,1,0,FIFA World Cup qualification,Lilongwe,Malawi,False
15598,1989-06-25,Angola,Cameroon,1,2,FIFA World Cup qualification,Luanda,Angola,False
15599,1989-06-25,El Salvador,Costa Rica,2,4,FIFA World Cup qualification,San Salvador,El Salvador,False
15600,1989-06-25,Gabon,Nigeria,2,1,FIFA World Cup qualification,Libreville,Gabon,False
15601,1989-06-25,Indonesia,Hong Kong,3,2,FIFA World Cup qualification,Jakarta,Indonesia,False
15602,1989-06-25,North Korea,Japan,2,0,FIFA World Cup qualification,P'yongyang,North Korea,False
15603,1989-06-25,Liberia,Egypt,1,0,FIFA World Cup qualification,Monrovia,Liberia,False
15604,1989-06-25,Tunisia,DR Congo,1,0,FIFA World Cup qualification,Tunis,Tunisia,False
15606,1989-06-25,Zambia,Morocco,2,1,FIFA World Cup qualification,Lusaka,Zambia,False
15607,1989-06-25,Zimbabwe,Algeria,1,2,FIFA World Cup qualification,Harare,Zimbabwe,False
15608,1989-06-26,South Korea,Czechoslovakia,0,0,Korea Cup,Seoul,South Korea,False
15611,1989-06-30,Grenada,French Guiana,0,0,CFU Caribbean Cup qualification,St. George's,Grenada,False
15612,1989-07-01,Brazil,Venezuela,3,1,Copa América,Salvador,Brazil,False
15613,1989-07-01,Paraguay,Peru,5,2,Copa América,Salvador,Brazil,True
15614,1989-07-02,Argentina,Chile,1,0,Copa América,Goiânia,Brazil,True
15615,1989-07-02,Grenada,Saint Vincent and the Grenadines,2,0,CFU Caribbean Cup,Bridgetown,Barbados,True
15616,1989-07-02,North Korea,Hong Kong,4,1,FIFA World Cup qualification,P'yongyang,North Korea,False
15617,1989-07-02,Uruguay,Ecuador,0,1,Copa América,Goiânia,Brazil,True
15618,1989-07-03,Barbados,Guadeloupe,1,0,CFU Caribbean Cup,Bridgetown,Barbados,False
15619,1989-07-03,Brazil,Peru,0,0,Copa América,Salvador,Brazil,False
15620,1989-07-03,Venezuela,Colombia,2,4,Copa América,Salvador,Brazil,True
15621,1989-07-04,Argentina,Ecuador,0,0,Copa América,Goiânia,Brazil,True
15622,1989-07-04,Curaçao,Saint Vincent and the Grenadines,1,1,CFU Caribbean Cup,Bridgetown,Barbados,True
15623,1989-07-04,Uruguay,Bolivia,3,0,Copa América,Goiânia,Brazil,True
15624,1989-07-05,Barbados,Trinidad and Tobago,0,3,CFU Caribbean Cup,Bridgetown,Barbados,False
15625,1989-07-05,Colombia,Paraguay,0,1,Copa América,Salvador,Brazil,True
15626,1989-07-05,Peru,Venezuela,1,1,Copa América,Salvador,Brazil,True
15627,1989-07-06,Chile,Uruguay,0,3,Copa América,Goiânia,Brazil,True
15628,1989-07-06,Curaçao,Grenada,1,1,CFU Caribbean Cup,Bridgetown,Barbados,True
15629,1989-07-06,Ecuador,Bolivia,0,0,Copa América,Goiânia,Brazil,True
15631,1989-07-06,Faroe Islands,Ynys Môn,6,0,Island Games,Gøta,Faroe Islands,False
15632,1989-07-06,Greenland,Shetland,4,1,Island Games,Vágur,Faroe Islands,True
15633,1989-07-07,Brazil,Colombia,0,0,Copa América,Salvador,Brazil,False
15635,1989-07-07,Guadeloupe,Trinidad and Tobago,2,0,CFU Caribbean Cup,Bridgetown,Barbados,True
15636,1989-07-07,Paraguay,Venezuela,3,0,Copa América,Salvador,Brazil,True
15637,1989-07-08,Bolivia,Chile,0,5,Copa América,Goiânia,Brazil,True
15638,1989-07-08,Uruguay,Argentina,0,1,Copa América,Goiânia,Brazil,True
15639,1989-07-08,Faroe Islands,Shetland,4,0,Island Games,Tórshavn,Faroe Islands,False
15640,1989-07-08,Åland Islands,Ynys Môn,4,5,Island Games,Sandavágur,Faroe Islands,True
15641,1989-07-09,Brazil,Paraguay,2,0,Copa América,Recife,Brazil,False
15642,1989-07-09,Colombia,Peru,1,1,Copa América,Recife,Brazil,True
15643,1989-07-09,Grenada,Trinidad and Tobago,1,2,CFU Caribbean Cup,Bridgetown,Barbados,True
15644,1989-07-09,North Korea,Indonesia,2,1,FIFA World Cup qualification,P'yongyang,North Korea,False
15646,1989-07-09,Faroe Islands,Greenland,3,0,Island Games,Fuglafjørður,Faroe Islands,False
15647,1989-07-09,Åland Islands,Shetland,2,0,Island Games,Klaksvík,Faroe Islands,True
15648,1989-07-10,Argentina,Bolivia,0,0,Copa América,Goiânia,Brazil,True
15649,1989-07-10,Chile,Ecuador,2,1,Copa América,Goiânia,Brazil,True
15652,1989-07-11,Åland Islands,Greenland,3,0,Island Games,Sandur,Faroe Islands,True
15653,1989-07-11,Ynys Môn,Shetland,3,0,Island Games,Sandur,Faroe Islands,True
15654,1989-07-12,Brazil,Argentina,2,0,Copa América,Rio de Janeiro,Brazil,False
15655,1989-07-12,Paraguay,Uruguay,0,3,Copa América,Rio de Janeiro,Brazil,True
15656,1989-07-12,Faroe Islands,Åland Islands,7,1,Island Games,Tórshavn,Faroe Islands,False
15657,1989-07-12,Ynys Môn,Greenland,1,0,Island Games,Klaksvík,Faroe Islands,True
15658,1989-07-14,Argentina,Uruguay,0,2,Copa América,Rio de Janeiro,Brazil,True
15659,1989-07-14,Brazil,Paraguay,3,0,Copa América,Rio de Janeiro,Brazil,False
15660,1989-07-15,China PR,Iran,2,0,FIFA World Cup qualification,Shenyang,China PR,False
15661,1989-07-16,Brazil,Uruguay,1,0,Copa América,Rio de Janeiro,Brazil,False
15662,1989-07-16,Costa Rica,El Salvador,1,0,FIFA World Cup qualification,San José,Costa Rica,False
15663,1989-07-16,Egypt,DR Congo,2,0,African Cup of Nations qualification,Cairo,Egypt,False
15664,1989-07-16,Mali,Ivory Coast,2,2,African Cup of Nations qualification,Bamako,Mali,False
15665,1989-07-16,Paraguay,Argentina,0,0,Copa América,Rio de Janeiro,Brazil,True
15666,1989-07-16,Senegal,Tunisia,3,0,African Cup of Nations qualification,Dakar,Senegal,False
15667,1989-07-22,Iran,China PR,3,2,FIFA World Cup qualification,Teheran,Iran,False
15671,1989-07-28,DR Congo,Egypt,0,0,African Cup of Nations qualification,Kinshasa,Zaïre,False
15672,1989-07-29,China PR,Thailand,2,0,FIFA World Cup qualification,Shenyang,China PR,False
15673,1989-07-30,Gabon,Zambia,2,1,African Cup of Nations qualification,Libreville,Gabon,False
